-1.16,6.2632,8.2146,0.4325,6.6653,8.0004,-3.9377
-1.478,-5.0561,-7.6286,7.1752,9.5228,7.7401,-7.3982
-1.123,4.9224,-5.6677,-5.6254,11.3108,-2.9455,5.5823
-4.4372,2.8777,-5.9121,-5.1285,8.0507,-5.3727,5.4126
-2.2423,6.8376,4.97,1.1085,8.0416,8.6052,-5.4899
-1.9574,-5.9111,-6.2995,7.7163,6.9106,5.6631,-8.0446
1.0522,5.771,1.5953,-7.1291,3.573,2.2993,-9.9183
-4.6388,-2.9476,-3.7762,0.4556,0.8391,-4.2842,-10.1386
-2.4818,-9.6174,4.0334,7.272,1.4823,-3.7766,8.8138
-2.7363,3.9544,-3.917,-5.2242,8.7405,-5.0402,4.4101
2.1613,4.1107,-0.1887,-5.9473,4.5033,3.9719,-8.9075
-4.229,3.3922,-4.2911,-5.7025,10.2124,-4.9599,5.4694
-1.9981,2.8175,-5.3043,-6.0505,9.9032,-4.7544,8.9415
-3.0054,3.4783,-4.7847,-6.2181,11.7276,-6.4578,7.5954
-1.9312,-5.5935,-7.1614,6.9746,7.1241,7.0281,-8.8521
-3.6703,2.8471,-4.6076,-6.056,11.1886,-5.3995,6.9373
-1.786,7.9185,6.597,3.0864,6.5956,8.6534,-5.2083
-4.1116,6.7797,5.8336,0.904,7.3308,8.9569,-4.5623
-3.3373,4.0247,-3.7942,-6.997,7.1353,-6.1185,5.9124
0.793,5.6357,1.1651,-7.2268,2.8077,1.9781,-8.2523
-4.3259,4.7512,-5.3091,-3.945,9.1756,-4.8726,6.998
8.7798,6.6441,6.3299,-8.6142,-2.6623,-3.9712,4.7997
10.0597,4.5077,7.439,-9.4213,-2.2308,-5.2309,5.4069
-3.6273,7.1541,5.6794,2.8084,6.3747,9.747,-4.8274
-1.8601,-6.4889,-6.9125,7.3453,6.3708,3.3044,-7.2104
-0.8979,-3.9452,-7.3812,6.42,7.195,6.4432,-8.2723
-4.7492,3.9875,-4.7787,-4.2562,9.2819,-5.5132,5.2332
-1.7427,-10.1322,5.857,8.7109,-0.8113,-4.3691,8.6888
-4.8638,2.8924,-3.8724,-5.152,10.137,-5.0612,5.6792
-2.1585,-6.9951,-5.6488,7.3921,6.2118,6.6366,-9.3836
-6.108,-3.0343,-2.8453,-0.6623,1.5507,-4.2928,-8.9009
1.8216,6.337,2.1782,-7.9482,4.8813,3.2486,-8.0102
-2.3415,-4.6615,-4.5364,7.3631,7.1637,5.183,-8.9607
-3.8884,-11.1972,4.8579,7.265,0.0355,-6.2734,6.8273
0.221,-5.9465,-5.771,7.8638,6.8659,8.9062,-10.2159
-2.1367,-3.9202,-5.1654,7.6779,7.887,6.3905,-6.9888
-1.4925,7.9218,6.4376,1.5371,8.9618,7.4893,-3.8748
2.1884,5.2565,1.3538,-8.4047,2.2355,4.6434,-9.6771
-2.5396,-6.9611,-6.5746,6.1712,7.38,6.6144,-7.2054
-1.9483,-7.9566,-7.6495,7.1103,6.4234,6.6144,-8.9324
-2.8363,4.7724,-2.7191,-3.4298,10.4666,-6.4693,6.6541
-4.1932,-2.6592,-4.2019,0.7532,2.9024,-4.7317,-9.6139
-2.5317,8.3333,8.4937,0.7591,7.2588,10.4687,-5.3413
8.9631,6.4932,6.6878,-6.6148,-3.0684,-2.94,6.1175
3.0588,5.1818,0.225,-6.1294,4.2654,4.8659,-8.5427
1.7478,6.8796,-0.8565,-8.7899,3.3362,2.3391,-8.3294
9.3882,5.3783,5.6197,-9.3528,-1.6481,-3.7952,6.916
-0.9198,8.3108,7.7139,1.5799,8.9508,9.2613,-3.7179
-5.9202,-2.0274,-2.2181,0.029,1.1444,-4.1906,-10.3499
-4.3351,2.8119,-3.8699,-5.6737,9.9097,-3.5576,5.4726
-2.8091,-5.0983,-6.8642,8.5068,7.8581,6.4672,-8.2133
-1.3338,-10.1347,3.8089,8.3859,-1.08,-2.5855,6.838
-2.301,8.2802,6.9419,1.1788,7.0974,9.6472,-3.9174
-1.2456,-5.9923,-7.5271,5.8896,7.5354,6.8756,-8.1599
-0.0647,-6.4291,-4.9583,8.3165,6.8699,4.9326,-7.9265
-4.0403,3.5228,-4.9474,-6.9116,10.8424,-4.9968,6.1005
9.455,5.6234,5.9168,-8.989,1.0418,-2.5021,5.1126
0.8968,-4.8094,-4.5099,7.6027,5.7572,7.997,-6.5051
-2.6833,7.8371,6.5267,1.6688,8.7199,11.1121,-4.2176
2.9672,5.4393,0.5206,-6.1185,4.1831,2.9871,-8.1953
-3.4667,-12.0684,6.3722,8.1553,0.5529,-5.8244,8.5468
-4.7447,-4.4605,-1.5761,1.4029,1.5226,-0.3086,-10.3237
9.9021,6.8784,7.364,-8.2476,-1.8624,-3.7863,6.7412
-2.8809,6.2648,7.9694,-0.3965,8.471,9.5036,-3.8044
10.1155,5.5995,7.6425,-9.1186,-2.2954,-3.0487,5.3695
8.7028,5.1196,7.8305,-10.1127,-1.7064,-3.0648,6.9681
-2.9595,-7.5834,5.8718,8.4406,-0.8116,-5.5307,6.8702
1.3107,6.5938,1.9288,-10.6944,2.2052,2.7209,-8.695
-4.0125,-1.2452,-3.9561,-0.5906,1.6051,-4.4129,-10.1745
0.5045,4.8797,0.2262,-6.3007,3.9082,4.2795,-8.9614
-4.2137,-9.345,4.5659,8.9033,0.5984,-4.2641,6.7254
-4.4667,-9.4043,5.8258,7.5377,-0.0477,-4.0684,7.2743
-2.8262,4.7643,-4.0704,-3.8751,10.2596,-4.8496,6.09
1.4338,4.5003,1.2261,-6.3186,3.5172,2.6095,-7.6591
9.1336,6.41,6.2056,-8.22,-0.1028,-3.3938,5.1989
-3.0395,3.6097,-4.713,-5.4097,8.3513,-5.8639,4.9795
-3.469,6.0986,4.7403,1.7123,8.5868,10.1701,-5.3683
8.1936,4.544,7.0449,-7.6356,-0.6888,-3.1794,4.4251
9.5994,5.2878,6.9174,-8.5937,-0.8438,-4.0063,2.8778
-1.4795,-6.3162,-4.9334,8.8597,7.4677,6.3066,-8.9864
-5.2043,-5.4521,-3.5135,0.9142,1.0307,-3.1372,-10.1226
-4.8718,-1.6165,-2.3314,1.6398,1.5055,-4.6098,-9.612
-2.6164,8.1068,7.0813,0.9095,5.5363,8.1088,-4.6796
1.2384,5.025,-0.7801,-8.5098,3.1753,2.8549,-9.5509
-2.5964,-9.4184,4.9173,9.1001,-0.601,-4.0127,7.1351
2.8514,5.6461,-0.1194,-7.4473,3.4953,6.5038,-8.099
7.949,4.5879,6.7418,-8.1467,-0.973,-3.9332,4.7645
1.1381,5.9084,0.5185,-5.2923,3.1743,1.459,-7.8484
-1.8447,8.9032,7.1517,1.6482,6.9102,8.6222,-4.5158
-1.7486,-6.5435,-7.2504,8.0791,9.0731,6.3027,-8.5888
-0.7484,-6.031,-6.8845,8.1304,6.9059,5.2188,-6.2041
-2.2247,6.2056,7.6297,1.0938,7.2107,10.8188,-3.8505
-2.8788,-4.0412,-7.6472,6.4073,8.1141,5.5845,-8.4468
-0.1841,5.6221,-0.8643,-7.8382,2.7035,3.3733,-8.418
-2.7547,4.6529,-4.2954,-4.4034,9.2873,-6.0849,7.6223
-2.7016,8.9975,6.7517,0.1257,9.303,9.5573,-4.1467
-3.2077,4.6054,-4.0401,-4.0446,8.7953,-3.1796,6.7835
-1.3359,7.8272,5.3527,-0.506,7.0422,10.1662,-6.3359
-0.7826,8.5735,6.2243,1.2849,7.0672,9.4626,-3.5836
0.8628,5.6229,0.7493,-6.4197,5.634,3.6032,-9.0122
-3.8296,-3.8313,-3.8757,1.374,3.0578,-4.7028,-8.2004
