-2.477,-7.8759,-6.4542,0.2389,-3.2143,-0.2112,-2.1709
-3.1024,-7.3689,-5.0577,0.0801,-3.7824,0.3796,-4.1465
-1.7033,-7.899,-4.9335,-3.3624,-3.288,1.5892,-3.221
-8.9182,-8.44,2.67,-4.3755,6.7541,-7.9765,-9.2065
-6.8079,-1.9451,-0.4335,-7.3138,-4.0477,-3.6696,-6.3279
-4.648,2.1248,1.7875,-4.0972,-5.4184,-4.3958,5.767
4.0251,0.3864,1.2341,-0.6773,8.3726,-7.0652,2.2891
-2.6451,-10.3274,2.4611,8.7782,2.9714,6.0263,5.8133
-4.0114,-10.6796,-4.9138,-0.448,-4.6778,-0.382,-4.2018
-1.2726,-7.7476,-5.6302,-2.2127,-3.7359,1.4221,-4.6943
-2.9306,7.5436,-3.5606,-0.8691,0.7432,-5.6801,8.2426
-10.0741,-4.9468,3.2893,-3.0283,2.5322,-3.7653,-2.5085
-2.408,8.3827,-5.0196,0.3563,2.3413,-5.6141,7.8768
-7.9585,-6.6844,3.8055,-2.6551,6.3154,-5.9842,-8.9966
6.43,1.5921,-0.4588,1.944,-2.4007,-5.6327,0.9782
3.4713,0.6287,-1.4798,2.6271,-2.0003,-4.6439,2.534
3.7133,0.5986,-1.3995,2.0526,-1.1683,-5.3538,4.2443
-1.6202,6.1208,-2.5098,-1.3245,0.7462,-6.9395,7.2907
-7.1498,-1.5171,0.6085,-8.4401,-4.2036,-3.3205,-4.129
-8.4191,-3.2601,-0.7756,-6.8881,-4.1759,-2.7173,-7.4621
3.4741,2.0554,0.6622,-0.3389,10.553,-6.0656,2.1425
-8.7234,-6.8006,4.4119,-5.0408,6.7747,-6.4754,-7.8327
-8.6263,-7.1332,4.4639,-4.7476,6.6275,-7.2943,-5.2922
-9.5401,-5.0161,2.4432,-1.6515,5.0488,-2.4321,-1.7359
-10.7695,-5.8324,1.8693,-0.0942,5.0074,-2.3623,-3.28
-5.5203,-8.5937,0.5545,6.2014,5.7773,4.4644,-2.0291
-8.5015,-5.2162,3.0383,-4.1395,4.033,-3.1232,0.0164
-3.5076,-9.2336,-5.19,-0.1405,-3.9688,1.5939,-2.6713
-3.2819,-8.7702,-7.3488,0.0166,-2.4943,2.6942,-3.7195
-5.5859,3.0244,0.7897,-4.2851,-6.5875,-3.4286,6.4564
4.6057,2.2761,2.1329,-1.7132,8.1303,-6.2373,1.335
-4.1542,3.5596,1.3562,-5.4875,-5.3169,-4.6563,7.3345
-4.9903,3.2784,2.3648,-4.2515,-5.0855,-3.7999,7.1971
5.5814,2.3254,-0.7864,2.1274,-1.1768,-6.2374,-0.0206
-4.2595,1.7839,3.8776,-3.9444,-5.8772,-3.074,7.9156
-4.0194,7.2028,-2.9967,0.7575,-0.4852,-6.6487,8.1591
6.1184,-5.8354,-10.0804,4.5812,1.8124,-5.2424,-6.7703
5.6479,1.1424,-1.2241,2.6222,-3.3121,-2.3909,2.1749
-3.3718,5.4908,-3.348,-1.8805,2.4177,-5.3662,7.9474
-2.4894,-8.6864,-5.7309,0.6039,-3.025,0.8189,-2.5834
5.204,0.6581,-0.1876,0.8949,-1.309,-2.9136,4.4139
-9.2148,-4.9206,4.5106,-3.5753,3.2923,-1.3501,-1.207
-9.7485,-4.4519,2.1661,-1.9462,4.9518,-1.0145,-1.4598
-1.7645,-8.9021,-6.7077,-0.4756,-4.6419,1.2681,-3.1376
-8.0036,-6.0593,2.6009,-3.4658,7.3654,-6.8756,-8.4542
-3.9514,-9.5645,4.2453,8.4843,4.3311,5.0968,5.3236
6.4508,-6.4961,-9.7829,1.7175,3.4029,-4.3332,-3.5154
-8.9388,-6.7445,3.6639,-5.2742,6.5795,-7.3729,-8.3854
3.9032,1.9395,-0.7442,1.4747,-1.8573,-4.6334,2.1545
-7.2206,-1.9675,0.2277,-6.2268,-4.7653,0.0964,-6.037
-2.6877,7.5387,-3.832,0.9272,2.6346,-6.8548,8.2756
5.9354,1.074,3.3358,-1.9985,8.197,-6.9539,1.7812
5.6805,-7.7592,-5.5155,-0.7874,-0.5262,-7.8346,-3.7637
-6.5069,-5.1066,4.8269,-4.023,6.6789,-8.1633,-6.3729
5.3744,-9.9548,-1.6197,5.3406,-0.7361,-4.6931,9.7152
5.2045,1.0003,-1.2907,2.9405,-0.9824,-3.7759,2.1667
5.6053,-9.4876,-1.3196,5.7955,0.0003,-5.2763,8.3373
-8.0956,-4.7241,4.7103,-2.2317,5.812,-2.7422,-0.6858
6.3556,-6.304,-3.6721,-1.1667,1.5499,-8.267,-5.083
-3.8504,-7.6067,-0.2339,7.8973,7.1721,5.0793,-1.0821
6.1799,-4.1545,-7.1139,2.3268,3.9876,-5.8301,-3.4083
-8.2922,-6.2604,3.4382,-4.1047,6.9518,-8.1025,-8.8802
